OPName,Latency,Device,Kernel Name,Grid x,Grid y,Grid z,Block x,Block y,Block z,Kernels,B,M,N,K
linear,0.05203199982643127,AMD Instinct MI100,Cijk_Alik_Bljk_SB_MT64x64x32_MI32x32x2x1_SE_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA2_GLVWB2_GRCGA1_GRCGB1_GRPM1_GRVW2_GSU1_GSUASB_GLS0_ISA908_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA2_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR1_PLR17_SIA3_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG64_4_1_WGM1,768,1,1,256,1,1,";void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1});cijk_alik_bljk_sb_mt64x64x32_mi32x32x2x1_se_1ldsb1_apm1_abv0_aced0_af0em1_af1em1_amas0_ase_asgt_aslt_asm_asae01_asce01_asem1_aac0_bl1_bs1_clr0_dtla0_dtlb0_dtva0_dtvb0_dvo0_etsp_eps1_elflr0_emll0_fssc10_fl0_glvwa2_glvwb2_grcga1_grcgb1_grpm1_grvw2_gsu1_gsuasb_gls0_isa908_iu1_k1_kla_lbsppa128_lbsppb128_lpa2_lpb2_ldl1_lrvw2_lwpmn1_ldw0_mac_miav0_mda2_mo40_mmfglc_mkfgsu256_nta0_ntb0_ntc0_ntd0_nepbs0_nlca1_nlcb1_onll1_oplv0_pk0_pap0_pgr1_plr17_sia3_ss0_su0_sum0_sus0_sciui1_spo0_srvw2_sso0_svw4_snll0_tsgra0_tsgrb0_tt1_32_tlds1_umldsa1_umldsb1_u64sl1_usfgron1_vaw1_vsn1_vw1_vwb1_vflrp0_wsgra1_wsgrb1_ws64_wg64_4_1_wgm1",1,58,13,141
linear,0.06003199964761734,AMD Instinct MI100,Cijk_Alik_Bljk_SB_MT64x128x16_MI16x16x1x4_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA908_IU1_K1_KLA_LBSPPA0_LBSPPB0_LPA0_LPB0_LDL1_LRVW1_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR1_PLR1_SIA3_SS0_SU32_SUM0_SUS256_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS0_UMLDSA0_UMLDSB0_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_8_1_WGM8,512,1,1,256,1,1,";void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1});cijk_alik_bljk_sb_mt64x128x16_mi16x16x1x4_se_1ldsb0_apm1_abv0_aced0_af0em1_af1em1_amas0_ase_asgt_aslt_asm_asae01_asce01_asem1_aac0_bl1_bs1_clr0_dtla0_dtlb0_dtva0_dtvb0_dvo0_etsp_eps1_elflr0_emll0_fssc10_fl0_glvwa4_glvwb4_grcga1_grcgb1_grpm1_grvw4_gsu1_gsuasb_gls0_isa908_iu1_k1_kla_lbsppa0_lbsppb0_lpa0_lpb0_ldl1_lrvw1_lwpmn1_ldw0_mac_miav0_mda2_mo40_mmfglc_mkfgsu256_nta0_ntb0_ntc0_ntd0_nepbs0_nlca1_nlcb1_onll1_oplv0_pk0_pap0_pgr1_plr1_sia3_ss0_su32_sum0_sus256_sciui1_spo0_srvw0_sso0_svw4_snll0_tsgra0_tsgrb0_tt2_16_tlds0_umldsa0_umldsb0_u64sl1_usfgron1_vaw1_vsn1_vw1_vwb1_vflrp0_wsgra1_wsgrb1_ws64_wg32_8_1_wgm8",1,126,115,72
linear,0.05286420062184334,AMD Instinct MI100,Cijk_Alik_Bljk_SB_MT16x16x8_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS2_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL0_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA2_GLVWB2_GRCGA1_GRCGB1_GRPM1_GRVW2_GSU1_GSUASB_GLS0_ISA000_IU1_K1_KLS_LBSPPA0_LBSPPB0_LPA0_LPB0_LDL1_LRVW2_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR1_PLR1_SIA1_SS0_SU32_SUM0_SUS256_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT2_2_TLDS0_UMLDSA0_UMLDSB0_U64SL1_USFGRO0_VAW1_VS1_VW2_VWB2_VFLRP0_WSGRA0_WSGRB0_WS64_WG8_8_1_WGM1,896,4,1,64,1,1,";void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1});cijk_alik_bljk_sb_mt16x16x8_sn_1ldsb0_apm1_abv0_aced0_af0em1_af1em1_amas2_ase_asgt_aslt_asm_asae01_asce01_asem1_aac0_bl0_bs1_clr0_dtla0_dtlb0_dtva0_dtvb0_dvo0_etsp_eps0_elflr0_emll0_fssc10_fl0_glvwa2_glvwb2_grcga1_grcgb1_grpm1_grvw2_gsu1_gsuasb_gls0_isa000_iu1_k1_kls_lbsppa0_lbsppb0_lpa0_lpb0_ldl1_lrvw2_lwpmn1_ldw0_fma_miav0_mda2_mo40_mmfsc_mkfgsu256_nta0_ntb0_ntc0_ntd0_nepbs0_nlca1_nlcb1_onll1_oplv0_pk0_pap0_pgr1_plr1_sia1_ss0_su32_sum0_sus256_sciui1_spo0_srvw0_sso0_svw4_snll0_tsgra0_tsgrb0_tt2_2_tlds0_umldsa0_umldsb0_u64sl1_usfgro0_vaw1_vs1_vw2_vwb2_vflrp0_wsgra0_wsgrb0_ws64_wg8_8_1_wgm1",1,53,45,217
linear,0.0529279999434948,AMD Instinct MI100,Cijk_Alik_Bljk_SB_MT32x32x16_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL1_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA908_IU1_K1_KLA_LBSPPA0_LBSPPB0_LPA2_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR0_PLR1_SIA1_SS0_SU32_SUM0_SUS256_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT4_2_TLDS0_UMLDSA0_UMLDSB0_U64SL1_USFGRO1_VAW1_VS1_VW2_VWB2_VFLRP0_WSGRA0_WSGRB0_WS64_WG8_16_1_WGM1,256,1,1,128,1,1,";void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1});cijk_alik_bljk_sb_mt32x32x16_se_1ldsb0_apm1_abv0_aced0_af0em1_af1em1_amas3_ase_asgt_aslt_asm_asae01_asce01_asem1_aac0_bl1_bs1_clr0_dtla0_dtlb0_dtva0_dtvb0_dvo0_etsp_eps0_elflr0_emll0_fssc10_fl1_glvwa4_glvwb4_grcga1_grcgb1_grpm1_grvw4_gsu1_gsuasb_gls0_isa908_iu1_k1_kla_lbsppa0_lbsppb0_lpa2_lpb2_ldl1_lrvw2_lwpmn1_ldw0_mac_miav0_mda2_mo40_mmfglc_mkfgsu256_nta0_ntb0_ntc0_ntd0_nepbs0_nlca1_nlcb1_onll1_oplv0_pk0_pap0_pgr0_plr1_sia1_ss0_su32_sum0_sus256_sciui1_spo0_srvw0_sso0_svw4_snll0_tsgra0_tsgrb0_tt4_2_tlds0_umldsa0_umldsb0_u64sl1_usfgro1_vaw1_vs1_vw2_vwb2_vflrp0_wsgra0_wsgrb0_ws64_wg8_16_1_wgm1",1,17,16,48
linear,0.05283199995756149,AMD Instinct MI100,Cijk_Alik_Bljk_SB_MT16x8x32_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL1_GLVWA4_GLVWB2_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA908_IU1_K1_KLA_LBSPPA0_LBSPPB0_LPA0_LPB0_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR1_PLR1_SIA1_SS0_SU32_SUM0_SUS256_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL1_TSGRA0_TSGRB0_TT4_2_TLDS0_UMLDSA0_UMLDSB0_U64SL1_USFGRO1_VAW1_VS1_VW2_VWB2_VFLRP0_WSGRA0_WSGRB0_WS64_WG4_4_8_WGM8,128,14,1,128,1,1,";void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1});cijk_alik_bljk_sb_mt16x8x32_se_1ldsb0_apm1_abv0_aced0_af0em1_af1em1_amas3_ase_asgt_aslt_asm_asae01_asce01_asem1_aac0_bl1_bs1_clr0_dtla0_dtlb0_dtva0_dtvb0_dvo0_etsp_eps1_elflr0_emll0_fssc10_fl1_glvwa4_glvwb2_grcga1_grcgb1_grpm1_grvw4_gsu1_gsuasb_gls0_isa908_iu1_k1_kla_lbsppa0_lbsppb0_lpa0_lpb0_ldl1_lrvw2_lwpmn1_ldw0_mac_miav0_mda2_mo40_mmfglc_mkfgsu256_nta0_ntb0_ntc0_ntd0_nepbs0_nlca1_nlcb1_onll1_oplv0_pk0_pap0_pgr1_plr1_sia1_ss0_su32_sum0_sus256_sciui1_spo0_srvw0_sso0_svw4_snll1_tsgra0_tsgrb0_tt4_2_tlds0_umldsa0_umldsb0_u64sl1_usfgro1_vaw1_vs1_vw2_vwb2_vflrp0_wsgra0_wsgrb0_ws64_wg4_4_8_wgm8",1,112,120,14
linear,0.05257599949836731,AMD Instinct MI100,Cijk_Alik_Bljk_SB_MT16x16x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA908_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_SIA3_SS0_SU32_SUM0_SUS128_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_4_1_WGM1,512,7,1,64,1,1,";void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1});cijk_alik_bljk_sb_mt16x16x32_mi16x16x4x1_se_1ldsb0_apm1_abv0_aced0_af0em1_af1em1_amas0_ase_asgt_aslt_asm_asae01_asce01_asem1_aac0_bl1_bs1_clr0_dtla0_dtlb0_dtva0_dtvb0_dvo0_etsp_eps0_elflr0_emll0_fssc10_fl0_glvwa4_glvwb4_grcga1_grcgb1_grpm1_grvw4_gsu1_gsuasb_gls0_isa908_iu1_k1_kla_lbsppa128_lbsppb128_lpa4_lpb4_ldl1_lrvw2_lwpmn1_ldw0_mac_miav0_mda2_mo40_mmfglc_mkfgsu256_nta0_ntb0_ntc0_ntd0_nepbs0_nlca1_nlcb1_onll1_oplv0_pk0_pap0_pgr2_plr9_sia3_ss0_su32_sum0_sus128_sciui1_spo0_srvw0_sso0_svw4_snll0_tsgra0_tsgrb0_tt1_16_tlds1_umldsa1_umldsb1_u64sl1_usfgron1_vaw1_vsn1_vw1_vwb1_vflrp0_wsgra1_wsgrb1_ws64_wg16_4_1_wgm1",1,102,215,113
linear,0.05241599977016449,AMD Instinct MI100,Cijk_Alik_Bljk_SB_MT64x32x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA1_GLVWB1_GRCGA1_GRCGB1_GRPM1_GRVW1_GSU1_GSUASB_GLS0_ISA908_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA2_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_SIA3_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_8_1_WGM1,256,8,1,256,1,1,";void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1});cijk_alik_bljk_sb_mt64x32x32_mi16x16x4x1_se_1ldsb0_apm1_abv0_aced0_af0em1_af1em1_amas0_ase_asgt_aslt_asm_asae01_asce01_asem1_aac0_bl1_bs1_clr0_dtla0_dtlb0_dtva0_dtvb0_dvo0_etsp_eps0_elflr0_emll0_fssc10_fl0_glvwa1_glvwb1_grcga1_grcgb1_grpm1_grvw1_gsu1_gsuasb_gls0_isa908_iu1_k1_kla_lbsppa128_lbsppb128_lpa2_lpb2_ldl1_lrvw2_lwpmn1_ldw0_mac_miav0_mda2_mo40_mmfglc_mkfgsu256_nta0_ntb0_ntc0_ntd0_nepbs0_nlca1_nlcb1_onll1_oplv0_pk0_pap0_pgr2_plr9_sia3_ss0_su0_sum0_sus0_sciui1_spo0_srvw2_sso0_svw4_snll0_tsgra0_tsgrb0_tt2_16_tlds1_umldsa1_umldsb1_u64sl1_usfgron1_vaw1_vsn1_vw1_vwb1_vflrp0_wsgra1_wsgrb1_ws64_wg32_8_1_wgm1",1,230,143,4
linear,0.05334399938583374,AMD Instinct MI100,Cijk_Alik_Bljk_SB_MT8x32x32_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA1_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA908_IU1_K1_KLA_LBSPPA0_LBSPPB0_LPA2_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR1_PLR1_SIA1_SS0_SU32_SUM0_SUS256_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT2_2_TLDS0_UMLDSA0_UMLDSB0_U64SL1_USFGRO1_VAW1_VS1_VW2_VWB2_VFLRP0_WSGRA0_WSGRB0_WS64_WG4_16_4_WGM8,5632,3,1,256,1,1,";void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1});cijk_alik_bljk_sb_mt8x32x32_se_1ldsb0_apm1_abv0_aced0_af0em1_af1em1_amas3_ase_asgt_aslt_asm_asae01_asce01_asem1_aac0_bl1_bs1_clr0_dtla0_dtlb0_dtva0_dtvb0_dvo0_etsp_eps1_elflr0_emll0_fssc10_fl0_glvwa1_glvwb4_grcga1_grcgb1_grpm1_grvw4_gsu1_gsuasb_gls0_isa908_iu1_k1_kla_lbsppa0_lbsppb0_lpa2_lpb2_ldl1_lrvw2_lwpmn1_ldw0_mac_miav0_mda2_mo40_mmfglc_mkfgsu256_nta0_ntb0_ntc0_ntd0_nepbs0_nlca1_nlcb1_onll1_oplv0_pk0_pap0_pgr1_plr1_sia1_ss0_su32_sum0_sus256_sciui1_spo0_srvw0_sso0_svw4_snll0_tsgra0_tsgrb0_tt2_2_tlds0_umldsa0_umldsb0_u64sl1_usfgro1_vaw1_vs1_vw2_vwb2_vflrp0_wsgra0_wsgrb0_ws64_wg4_16_4_wgm8",1,82,217,175
linear,0.05267199948430061,AMD Instinct MI100,Cijk_Alik_Bljk_SB_MT64x64x32_MI32x32x2x1_SE_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA908_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_SIA3_SS0_SU32_SUM0_SUS256_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG64_4_1_WGM1,512,3,1,256,1,1,";void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::tensoriteratorbase&, at::native::direct_copy_kernel_cuda(at::tensoriteratorbase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1});cijk_alik_bljk_sb_mt64x64x32_mi32x32x2x1_se_1ldsb1_apm1_abv0_aced0_af0em1_af1em1_amas0_ase_asgt_aslt_asm_asae01_asce01_asem1_aac0_bl1_bs1_clr0_dtla0_dtlb0_dtva0_dtvb0_dvo0_etsp_eps0_elflr0_emll0_fssc10_fl0_glvwa4_glvwb4_grcga1_grcgb1_grpm1_grvw4_gsu1_gsuasb_gls0_isa908_iu1_k1_kla_lbsppa128_lbsppb128_lpa4_lpb4_ldl1_lrvw2_lwpmn1_ldw0_mac_miav0_mda2_mo40_mmfglc_mkfgsu256_nta0_ntb0_ntc0_ntd0_nepbs0_nlca1_nlcb1_onll1_oplv0_pk0_pap0_pgr2_plr17_sia3_ss0_su32_sum0_sus256_sciui1_spo0_srvw2_sso0_svw4_snll0_tsgra0_tsgrb0_tt1_32_tlds1_umldsa1_umldsb1_u64sl1_usfgron1_vaw1_vsn1_vw1_vwb1_vflrp0_wsgra1_wsgrb1_ws64_wg64_4_1_wgm1",1,143,80,111
