Name,OpName,FwOps,BwOps,AccOps,Prev,Next,InputShapes,OutputShape,LinearWeightTrainable,LoraRank
add_3,misc,[],[],[],"{""'sub"", ""'getitem_4""}",{'expan'},"[(1,), (1,)]","(1,)",True,0
expand,misc,[],[],[],"{""'getitem_6"", ""'getitem_4"", ""'add_3"", ""'getitem_5""}",{'masked_fill_'},"[(1, 1, 2048, 2048), (1,), (1,), (1,)]","(2, 1, 2048, 2048)",True,0
size_5,misc,[],[],[],"{""'ones""}",{'getitem_'},"[(2, 2048)]","(1,)",True,0
getitem_7,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],"{""'size_5""}",{'expand_'},"[(1,)]","(1,)",True,0
getitem_8,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],"{""'size_5""}",{'expand_'},"[(1,)]","(1,)",True,0
getitem_9,getitem,"[['MEM', ((2, 2048), (2, 1, 1, 2048))]]","[['MEM', ((2, 2048),)], ['MEM', ((2, 2048),)]]",[],"{""'ones""}",{'expand_'},"[(2, 2048)]","(2, 1, 1, 2048)",True,0
expand_1,misc,[],[],[],"{""'getitem_4"", ""'getitem_8"", ""'getitem_7"", ""'getitem_9""}",{'to_'},"[(2, 1, 1, 2048), (1,), (1,), (1,)]","(2, 1, 2048, 2048)",True,0
to_1,misc,[],[],[],"{""'expand_1"", ""'getattr_2""}",{'sub_'},"[(2, 1, 2048, 2048), (1,)]","(2, 1, 2048, 2048)",True,0
sub_1,misc,[],[],[],"{""'to_1""}","{'to_', 'masked_fil'}","[(2, 1, 2048, 2048)]","(2, 1, 2048, 2048)",True,0
to_2,misc,[],[],[],"{""'sub_1""}",{'masked_fil'},"[(2, 1, 2048, 2048)]","(2, 1, 2048, 2048)",True,0
finfo_1,misc,[],[],[],"{""'getattr_2""}",{'getattr_'},"[(1,)]","(1,)",True,0
getattr_5,misc,[],[],[],"{""'finfo_1""}",{'masked_fil'},"[(1,)]","(1,)",True,0
masked_fill,misc,[],[],[],"{""'sub_1"", ""'to_2"", ""'getattr_5""}",{'to_'},"[(2, 1, 2048, 2048), (2, 1, 2048, 2048), (1,)]","(2, 1, 2048, 2048)",True,0
getattr_6,misc,[],[],[],"{""'ones""}",{'to_'},"[(2, 2048)]","(1,)",True,0
to_3,misc,[],[],[],"{""'getattr_6"", ""'masked_fill""}",{'bool_'},"[(2, 1, 2048, 2048), (1,)]","(2, 1, 2048, 2048)",True,0
bool_1,misc,[],[],[],"{""'to_3""}",{'masked_fill_'},"[(2, 1, 2048, 2048)]","(2, 1, 2048, 2048)",True,0
finfo_2,misc,[],[],[],"{""'getattr_2""}",{'getattr_'},"[(1,)]","(1,)",True,0
getattr_7,misc,[],[],[],"{""'finfo_2""}",{'masked_fill_'},"[(1,)]","(1,)",True,0
masked_fill_1,misc,[],[],[],"{""'getattr_7"", ""'bool_1"", ""'expand""}","{'add_', 'size_'}","[(2, 1, 2048, 2048), (2, 1, 2048, 2048), (1,)]","(2, 1, 2048, 2048)",True,0
long,misc,[],[],[],"{""'ones""}","{'type_a', 'mu', 'cumsu'}","[(2, 2048)]","(2, 2048)",False,0
cumsum,cumsum,"[['MEM', ((2, 2048), (2, 2048))]]","[['MEM', ((2, 2048),)], ['MEM', ((2, 2048),)]]",[],"{""'long""}",{'type_a'},"[(2, 2048)]","(2, 2048)",False,0
type_as,misc,[],[],[],"{""'cumsum"", ""'long""}",{'mu'},"[(2, 2048), (2, 2048)]","(2, 2048)",False,0
mul,VECmul,"[['VECmul', (2, 2048)]]","[['VECmul', (2, 2048)], ['VECmul', (2, 2048)]]",[],"{""'long"", ""'type_as""}",{'long_'},"[(2, 2048), (2, 2048)]","(2, 2048)",False,0
long_1,misc,[],[],[],"{""'mul""}",{'sub_'},"[(2, 2048)]","(2, 2048)",False,0
sub_2,misc,[],[],[],"{""'long_1""}",{'getitem_1'},"[(2, 2048)]","(2, 2048)",False,0
getitem_10,getitem,"[['MEM', ((2, 2048), (2, 2048))]]","[['MEM', ((2, 2048),)], ['MEM', ((2, 2048),)]]",[],"{""'sub_2""}",{'add_'},"[(2, 2048)]","(2, 2048)",False,0
add_4,VECaddu,"[['VECaddu', (2, 2048)]]","[['MEM', ((2, 2048),)]]",[],"{""'getitem_10""}",{'embeddin'},"[(2, 2048)]","(2, 2048)",False,0
model_decoder_embed_positions_weight,misc,[],[],[],set(),{'embeddin'},[],"(2050, 512)",False,0
embedding,misc,[],[],[],"{""'add_4"", ""'model_decoder_embed_positions_weight""}",{'add_'},"[(2, 2048), (2050, 512)]","(2, 2048, 512)",False,0
model_decoder_project_in,Linear,"[['Linear', (4096, 2048, 512)]]","[['Linear', (4096, 512, 2048)]]",[],"{""'model_decoder_embed_tokens""}",{'add_'},"[(2, 2048, 2048)]","(2, 2048, 512)",False,0
add_5,VECadd,"[['VECadd', (4096, 512)]]","[['MEM', ((4096, 512),)], ['MEM', ((4096, 512),)]]",[],"{""'model_decoder_project_in"", ""'embedding""}","{'add_1', 'model_decoder_layers_0_self_attn_layer_nor'}","[(2, 2048, 512), (2, 2048, 512)]","(2, 2048, 512)",True,0
model_decoder_layers_0_self_attn_layer_norm,VECln,"[['VECln', (4096, 512)]]","[['VECmul', (4096, 512)]]","[['VECadd', [1, 512]], ['VECadd', [1, 512]]]","{""'add_5""}","{'model_decoder_layers_0_self_attn_k_proj_base_laye', 'model_decoder_layers_0_self_attn_q_proj_base_laye', 'to_', 'model_decoder_layers_0_self_attn_v_proj_base_laye', 'size_'}","[(2, 2048, 512)]","(2, 2048, 512)",False,0
size_6,misc,[],[],[],"{""'model_decoder_layers_0_self_attn_layer_norm""}",{'getitem_1'},"[(2, 2048, 512)]","(1,)",True,0
getitem_11,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],"{""'size_6""}","{'mul_', 'view_', 'view_1', 'reshap', 'ne_'}","[(1,)]","(1,)",True,0
getitem_12,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],"{""'size_6""}","{'view_', 'view_1', 'n', 'reshap', 'ne_'}","[(1,)]","(1,)",True,0
getitem_13,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],"{""'size_6""}",set(),"[(1,)]","(1,)",True,0
model_decoder_layers_0_self_attn_q_proj_base_layer,Linear,"[['Linear', (4096, 512, 512)]]","[['Linear', (4096, 512, 512)]]",[],"{""'model_decoder_layers_0_self_attn_layer_norm""}","{'add_', 'getattr_'}","[(2, 2048, 512)]","(2, 2048, 512)",False,0
model_decoder_layers_0_self_attn_q_proj_lora_a_default_weight,misc,[],[],[],set(),{'getattr_'},[],"(16, 512)",True,0
getattr_8,misc,[],[],[],"{""'model_decoder_layers_0_self_attn_q_proj_lora_a_default_weight""}",{'to_'},"[(16, 512)]","(1,)",True,0
to_4,misc,[],[],[],"{""'model_decoder_layers_0_self_attn_layer_norm"", ""'getattr_8""}",{'model_decoder_layers_0_self_attn_q_proj_lora_dropout_defaul'},"[(2, 2048, 512), (1,)]","(2, 2048, 512)",True,0
model_decoder_layers_0_self_attn_q_proj_lora_dropout_default,dropout,"[['MEM', ((2, 2048, 512), (2, 2048, 512))]]","[['MEM', ((2, 2048, 512),)], ['MEM', ((2, 2048, 512),)]]",[],"{""'to_4""}",{'model_decoder_layers_0_self_attn_q_proj_lora_a_defaul'},"[(2, 2048, 512)]","(2, 2048, 512)",True,0
model_decoder_layers_0_self_attn_q_proj_lora_a_default,Linear,"[['Linear', (4096, 512, 16)]]","[['Linear', (4096, 16, 512)], ['Linear', (16, 4096, 512)]]","[['VECadd', [1, 8192]], ['VECadd', [1, 16]]]","{""'model_decoder_layers_0_self_attn_q_proj_lora_dropout_default""}",{'model_decoder_layers_0_self_attn_q_proj_lora_b_defaul'},"[(2, 2048, 512)]","(2, 2048, 16)",True,0
model_decoder_layers_0_self_attn_q_proj_lora_b_default,Linear,"[['Linear', (4096, 16, 512)]]","[['Linear', (4096, 512, 16)], ['Linear', (512, 4096, 16)]]","[['VECadd', [1, 8192]], ['VECadd', [1, 512]]]","{""'model_decoder_layers_0_self_attn_q_proj_lora_a_default""}",{'mul_'},"[(2, 2048, 16)]","(2, 2048, 512)",True,0
mul_1,VECmulu,"[['VECmulu', (4096, 512)]]","[['VECmulu', (4096, 512)]]",[],"{""'model_decoder_layers_0_self_attn_q_proj_lora_b_default""}",{'add_'},"[(2, 2048, 512)]","(2, 2048, 512)",True,0
add_6,VECadd,"[['VECadd', (4096, 512)]]","[['MEM', ((4096, 512),)], ['MEM', ((4096, 512),)]]",[],"{""'model_decoder_layers_0_self_attn_q_proj_base_layer"", ""'mul_1""}",{'to_'},"[(2, 2048, 512), (2, 2048, 512)]","(2, 2048, 512)",True,0
getattr_9,misc,[],[],[],"{""'model_decoder_layers_0_self_attn_q_proj_base_layer""}",{'to_'},"[(2, 2048, 512)]","(1,)",True,0
to_5,misc,[],[],[],"{""'getattr_9"", ""'add_6""}",{'mul_'},"[(2, 2048, 512), (1,)]","(2, 2048, 512)",True,0
mul_2,VECmulu,"[['VECmulu', (4096, 512)]]","[['VECmulu', (4096, 512)]]",[],"{""'to_5""}",{'view_'},"[(2, 2048, 512)]","(2, 2048, 512)",True,0
model_decoder_layers_0_self_attn_k_proj_base_layer,Linear,"[['Linear', (4096, 512, 512)]]","[['Linear', (4096, 512, 512)]]",[],"{""'model_decoder_layers_0_self_attn_layer_norm""}","{'add_', 'getattr_1'}","[(2, 2048, 512)]","(2, 2048, 512)",False,0
model_decoder_layers_0_self_attn_k_proj_lora_a_default_weight,misc,[],[],[],set(),{'getattr_1'},[],"(16, 512)",True,0
getattr_10,misc,[],[],[],"{""'model_decoder_layers_0_self_attn_k_proj_lora_a_default_weight""}",{'to_'},"[(16, 512)]","(1,)",True,0
to_6,misc,[],[],[],"{""'model_decoder_layers_0_self_attn_layer_norm"", ""'getattr_10""}",{'model_decoder_layers_0_self_attn_k_proj_lora_dropout_defaul'},"[(2, 2048, 512), (1,)]","(2, 2048, 512)",True,0
model_decoder_layers_0_self_attn_k_proj_lora_dropout_default,dropout,"[['MEM', ((2, 2048, 512), (2, 2048, 512))]]","[['MEM', ((2, 2048, 512),)], ['MEM', ((2, 2048, 512),)]]",[],"{""'to_6""}",{'model_decoder_layers_0_self_attn_k_proj_lora_a_defaul'},"[(2, 2048, 512)]","(2, 2048, 512)",True,0
model_decoder_layers_0_self_attn_k_proj_lora_a_default,Linear,"[['Linear', (4096, 512, 16)]]","[['Linear', (4096, 16, 512)], ['Linear', (16, 4096, 512)]]","[['VECadd', [1, 8192]], ['VECadd', [1, 16]]]","{""'model_decoder_layers_0_self_attn_k_proj_lora_dropout_default""}",{'model_decoder_layers_0_self_attn_k_proj_lora_b_defaul'},"[(2, 2048, 512)]","(2, 2048, 16)",True,0
model_decoder_layers_0_self_attn_k_proj_lora_b_default,Linear,"[['Linear', (4096, 16, 512)]]","[['Linear', (4096, 512, 16)], ['Linear', (512, 4096, 16)]]","[['VECadd', [1, 8192]], ['VECadd', [1, 512]]]","{""'model_decoder_layers_0_self_attn_k_proj_lora_a_default""}",{'mul_'},"[(2, 2048, 16)]","(2, 2048, 512)",True,0
mul_3,VECmulu,"[['VECmulu', (4096, 512)]]","[['VECmulu', (4096, 512)]]",[],"{""'model_decoder_layers_0_self_attn_k_proj_lora_b_default""}",{'add_'},"[(2, 2048, 512)]","(2, 2048, 512)",True,0
add_7,VECadd,"[['VECadd', (4096, 512)]]","[['MEM', ((4096, 512),)], ['MEM', ((4096, 512),)]]",[],"{""'mul_3"", ""'model_decoder_layers_0_self_attn_k_proj_base_layer""}",{'to_'},"[(2, 2048, 512), (2, 2048, 512)]","(2, 2048, 512)",True,0
getattr_11,misc,[],[],[],"{""'model_decoder_layers_0_self_attn_k_proj_base_layer""}",{'to_'},"[(2, 2048, 512)]","(1,)",True,0
to_7,misc,[],[],[],"{""'getattr_11"", ""'add_7""}",{'view_'},"[(2, 2048, 512), (1,)]","(2, 2048, 512)",True,0
view_2,misc,[],[],[],"{""'getitem_11"", ""'to_7""}",{'transpos'},"[(2, 2048, 512), (1,)]","(2, 2048, 8, 64)",True,0
transpose,misc,[],[],[],"{""'view_2""}",{'contiguou'},"[(2, 2048, 8, 64)]","(2, 8, 2048, 64)",True,0
contiguous,contiguous,"[['MEM', ((2, 8, 2048, 64), (2, 8, 2048, 64))]]","[['MEM', ((2, 8, 2048, 64),)], ['MEM', ((2, 8, 2048, 64),)]]",[],"{""'transpose""}","{'outpu', 'view_'}","[(2, 8, 2048, 64)]","(2, 8, 2048, 64)",True,0
model_decoder_layers_0_self_attn_v_proj_base_layer,Linear,"[['Linear', (4096, 512, 512)]]","[['Linear', (4096, 512, 512)]]",[],"{""'model_decoder_layers_0_self_attn_layer_norm""}","{'add_', 'getattr_1'}","[(2, 2048, 512)]","(2, 2048, 512)",False,0
model_decoder_layers_0_self_attn_v_proj_lora_a_default_weight,misc,[],[],[],set(),{'getattr_1'},[],"(16, 512)",True,0
getattr_12,misc,[],[],[],"{""'model_decoder_layers_0_self_attn_v_proj_lora_a_default_weight""}",{'to_'},"[(16, 512)]","(1,)",True,0
to_8,misc,[],[],[],"{""'model_decoder_layers_0_self_attn_layer_norm"", ""'getattr_12""}",{'model_decoder_layers_0_self_attn_v_proj_lora_dropout_defaul'},"[(2, 2048, 512), (1,)]","(2, 2048, 512)",True,0
model_decoder_layers_0_self_attn_v_proj_lora_dropout_default,dropout,"[['MEM', ((2, 2048, 512), (2, 2048, 512))]]","[['MEM', ((2, 2048, 512),)], ['MEM', ((2, 2048, 512),)]]",[],"{""'to_8""}",{'model_decoder_layers_0_self_attn_v_proj_lora_a_defaul'},"[(2, 2048, 512)]","(2, 2048, 512)",True,0
model_decoder_layers_0_self_attn_v_proj_lora_a_default,Linear,"[['Linear', (4096, 512, 16)]]","[['Linear', (4096, 16, 512)], ['Linear', (16, 4096, 512)]]","[['VECadd', [1, 8192]], ['VECadd', [1, 16]]]","{""'model_decoder_layers_0_self_attn_v_proj_lora_dropout_default""}",{'model_decoder_layers_0_self_attn_v_proj_lora_b_defaul'},"[(2, 2048, 512)]","(2, 2048, 16)",True,0
model_decoder_layers_0_self_attn_v_proj_lora_b_default,Linear,"[['Linear', (4096, 16, 512)]]","[['Linear', (4096, 512, 16)], ['Linear', (512, 4096, 16)]]","[['VECadd', [1, 8192]], ['VECadd', [1, 512]]]","{""'model_decoder_layers_0_self_attn_v_proj_lora_a_default""}",{'mul_'},"[(2, 2048, 16)]","(2, 2048, 512)",True,0
mul_4,VECmulu,"[['VECmulu', (4096, 512)]]","[['VECmulu', (4096, 512)]]",[],"{""'model_decoder_layers_0_self_attn_v_proj_lora_b_default""}",{'add_'},"[(2, 2048, 512)]","(2, 2048, 512)",True,0
add_8,VECadd,"[['VECadd', (4096, 512)]]","[['MEM', ((4096, 512),)], ['MEM', ((4096, 512),)]]",[],"{""'model_decoder_layers_0_self_attn_v_proj_base_layer"", ""'mul_4""}",{'to_'},"[(2, 2048, 512), (2, 2048, 512)]","(2, 2048, 512)",True,0
getattr_13,misc,[],[],[],"{""'model_decoder_layers_0_self_attn_v_proj_base_layer""}",{'to_'},"[(2, 2048, 512)]","(1,)",True,0
to_9,misc,[],[],[],"{""'add_8"", ""'getattr_13""}",{'view_'},"[(2, 2048, 512), (1,)]","(2, 2048, 512)",True,0
view_3,misc,[],[],[],"{""'to_9"", ""'getitem_11""}",{'transpose_'},"[(2, 2048, 512), (1,)]","(2, 2048, 8, 64)",True,0
transpose_1,misc,[],[],[],"{""'view_3""}",{'contiguous_'},"[(2, 2048, 8, 64)]","(2, 8, 2048, 64)",True,0
contiguous_1,contiguous,"[['MEM', ((2, 8, 2048, 64), (2, 8, 2048, 64))]]","[['MEM', ((2, 8, 2048, 64),)], ['MEM', ((2, 8, 2048, 64),)]]",[],"{""'transpose_1""}","{'outpu', 'view_'}","[(2, 8, 2048, 64)]","(2, 8, 2048, 64)",True,0
mul_5,misc,[],[],[],"{""'getitem_11""}",{'view_'},"[(1,)]","(1,)",True,0
view_4,misc,[],[],[],"{""'getitem_11"", ""'getitem_12"", ""'mul_2""}",{'transpose_'},"[(2, 2048, 512), (1,), (1,)]","(2, 2048, 8, 64)",True,0
transpose_2,misc,[],[],[],"{""'view_4""}",{'contiguous_'},"[(2, 2048, 8, 64)]","(2, 8, 2048, 64)",True,0
contiguous_2,contiguous,"[['MEM', ((2, 8, 2048, 64), (2, 8, 2048, 64))]]","[['MEM', ((2, 8, 2048, 64),)], ['MEM', ((2, 8, 2048, 64),)]]",[],"{""'transpose_2""}",{'view_'},"[(2, 8, 2048, 64)]","(2, 8, 2048, 64)",True,0
view_5,misc,[],[],[],"{""'mul_5"", ""'contiguous_2""}",{'bm'},"[(2, 8, 2048, 64), (1,)]","(16, 2048, 64)",True,0
view_6,misc,[],[],[],"{""'contiguous"", ""'mul_5""}","{'size_', 'transpose_'}","[(2, 8, 2048, 64), (1,)]","(16, 2048, 64)",True,0
view_7,misc,[],[],[],"{""'mul_5"", ""'contiguous_1""}",{'bmm_'},"[(2, 8, 2048, 64), (1,)]","(16, 2048, 64)",True,0
size_7,misc,[],[],[],"{""'view_6""}","{'n', 'view_', 'ne_'}","[(16, 2048, 64)]","(1,)",True,0
transpose_3,misc,[],[],[],"{""'view_6""}",{'bm'},"[(16, 2048, 64)]","(16, 64, 2048)",True,0
bmm,BMM,"[['BMM', (16, 2048, 64, 2048)]]","[['BMM', (16, 2048, 2048, 64)], ['BMM', (16, 64, 2048, 2048)]]",[],"{""'transpose_3"", ""'view_5""}","{'size_', 'view_'}","[(16, 2048, 64), (16, 64, 2048)]","(16, 2048, 2048)",True,0
size_8,misc,[],[],[],"{""'bmm""}",{'n'},"[(16, 2048, 2048)]","(1,)",True,0
mul_6,misc,[],[],[],"{""'getitem_11""}",{'n'},"[(1,)]","(1,)",True,0
ne,misc,[],[],[],"{""'size_7"", ""'getitem_12"", ""'size_8"", ""'mul_6""}",set(),"[(1,), (1,), (1,), (1,)]","(1,)",True,0
size_9,misc,[],[],[],"{""'masked_fill_1""}",{'ne_'},"[(2, 1, 2048, 2048)]","(1,)",True,0
ne_1,misc,[],[],[],"{""'getitem_11"", ""'size_7"", ""'getitem_12"", ""'size_9""}",set(),"[(1,), (1,), (1,), (1,)]","(1,)",True,0
view_8,misc,[],[],[],"{""'getitem_11"", ""'size_7"", ""'bmm"", ""'getitem_12""}",{'add_'},"[(16, 2048, 2048), (1,), (1,), (1,)]","(2, 8, 2048, 2048)",True,0
add_9,VECadd,"[['VECadd', (32768, 2048)]]","[['MEM', ((32768, 2048),)], ['MEM', ((32768, 2048),)]]",[],"{""'view_8"", ""'masked_fill_1""}","{'max_', 'getattr_1'}","[(2, 8, 2048, 2048), (2, 1, 2048, 2048)]","(2, 8, 2048, 2048)",True,0
getattr_14,misc,[],[],[],"{""'add_9""}",{'finfo_'},"[(2, 8, 2048, 2048)]","(1,)",True,0
finfo_3,misc,[],[],[],"{""'getattr_14""}",{'getattr_1'},"[(1,)]","(1,)",True,0
getattr_15,misc,[],[],[],"{""'finfo_3""}",{'tenso'},"[(1,)]","(1,)",True,0
getattr_16,misc,[],[],[],"{""'add_9""}",{'tenso'},"[(2, 8, 2048, 2048)]","(1,)",True,0
tensor,misc,[],[],[],"{""'getattr_16"", ""'getattr_15""}",{'max_'},"[(1,), (1,)]","(1,)",True,0
max_1,misc,[],[],[],"{""'tensor"", ""'add_9""}",{'view_'},"[(2, 8, 2048, 2048), (1,)]","(2, 8, 2048, 2048)",True,0
mul_7,misc,[],[],[],"{""'getitem_11""}",{'view_'},"[(1,)]","(1,)",True,0
view_9,misc,[],[],[],"{""'size_7"", ""'max_1"", ""'getitem_12"", ""'mul_7""}","{'softma', 'getattr_1'}","[(2, 8, 2048, 2048), (1,), (1,), (1,)]","(16, 2048, 2048)",True,0
getattr_17,misc,[],[],[],"{""'view_9""}",{'e'},"[(16, 2048, 2048)]","(1,)",True,0
eq,misc,[],[],[],"{""'getattr_17""}",set(),"[(1,)]","(1,)",True,0
softmax,VECsoftmax,"[['VECsoftmax', (32768, 2048)]]","[['VECmul', (32768, 2048)], ['VECsoftmax', (32768, 2048)]]",[],"{""'view_9""}",{'dropou'},"[(16, 2048, 2048)]","(16, 2048, 2048)",True,0
dropout,dropout,"[['MEM', ((16, 2048, 2048), (16, 2048, 2048))]]","[['MEM', ((16, 2048, 2048),)], ['MEM', ((16, 2048, 2048),)]]",[],"{""'softmax""}",{'bmm_'},"[(16, 2048, 2048)]","(16, 2048, 2048)",True,0
bmm_1,BMM,"[['BMM', (16, 2048, 2048, 64)]]","[['BMM', (16, 2048, 64, 2048)], ['BMM', (16, 2048, 2048, 64)]]",[],"{""'dropout"", ""'view_7""}","{'size_1', 'view_1'}","[(16, 2048, 2048), (16, 2048, 64)]","(16, 2048, 64)",True,0
size_10,misc,[],[],[],"{""'bmm_1""}",{'ne_'},"[(16, 2048, 64)]","(1,)",True,0
mul_8,misc,[],[],[],"{""'getitem_11""}",{'ne_'},"[(1,)]","(1,)",True,0
ne_2,misc,[],[],[],"{""'mul_8"", ""'size_10"", ""'getitem_12""}",set(),"[(1,), (1,), (1,)]","(1,)",True,0
view_10,misc,[],[],[],"{""'getitem_11"", ""'bmm_1"", ""'getitem_12""}",{'transpose_'},"[(16, 2048, 64), (1,), (1,)]","(2, 8, 2048, 64)",True,0
transpose_4,misc,[],[],[],"{""'view_10""}",{'reshap'},"[(2, 8, 2048, 64)]","(2, 2048, 8, 64)",True,0
reshape,misc,[],[],[],"{""'getitem_11"", ""'transpose_4"", ""'getitem_12""}",{'model_decoder_layers_0_self_attn_out_pro'},"[(2, 2048, 8, 64), (1,), (1,)]","(2, 2048, 512)",True,0
model_decoder_layers_0_self_attn_out_proj,Linear,"[['Linear', (4096, 512, 512)]]","[['Linear', (4096, 512, 512)]]",[],"{""'reshape""}",{'dropout_'},"[(2, 2048, 512)]","(2, 2048, 512)",False,0
dropout_1,dropout,"[['MEM', ((2, 2048, 512), (2, 2048, 512))]]","[['MEM', ((2, 2048, 512),)], ['MEM', ((2, 2048, 512),)]]",[],"{""'model_decoder_layers_0_self_attn_out_proj""}",{'add_1'},"[(2, 2048, 512)]","(2, 2048, 512)",True,0
add_10,VECadd,"[['VECadd', (4096, 512)]]","[['MEM', ((4096, 512),)], ['MEM', ((4096, 512),)]]",[],"{""'dropout_1"", ""'add_5""}","{'reshape_', 'size_1'}","[(2, 2048, 512), (2, 2048, 512)]","(2, 2048, 512)",True,0
size_11,misc,[],[],[],"{""'add_10""}",{'view_1'},"[(2, 2048, 512)]","(1,)",True,0
size_12,misc,[],[],[],"{""'add_10""}",{'reshape_'},"[(2, 2048, 512)]","(1,)",True,0
